"indicador","departamento","municipio","amplificador","numerador","denominador","anno","sexomn","sexomd","sexofn","sexofd","sexoin","sexoid","cabemun","centropoblado","Rural Disperso","Sin Informacion","Poblacion DANE cabemun","Poblacion DANE  Centros Poblados y Rural Disperso"
"Mortalidad por Accidentes de Tránsito General","Caldas","Viterbo","100,000","0","12,951","2,020","0","6,147","0","6,804","0","0","0","0","0","0","11,002","1,949"
"Mortalidad por Accidentes de Tránsito General","Caldas","Manizales","100,000","46","449,434","2,021","37","211,776","8","237,658","0","0","0","0","0","0","424,564","24,870"
"Mortalidad por Accidentes de Tránsito General","Caldas","Aguadas","100,000","6","23,139","2,021","6","11,517","0","11,622","0","0","0","0","0","0","12,093","11,046"
"Mortalidad por Accidentes de Tránsito General","Caldas","Anserma","100,000","6","36,966","2,021","6","18,503","0","18,463","0","0","0","0","0","0","21,372","15,594"
"Mortalidad por Accidentes de Tránsito General","Caldas","Aranzazu","100,000","0","10,691","2,021","0","5,024","0","5,667","0","0","0","0","0","0","7,157","3,534"
"Mortalidad por Accidentes de Tránsito General","Caldas","Belalcazar","100,000","6","10,775","2,021","6","5,463","0","5,312","0","0","0","0","0","0","4,894","5,881"
"Mortalidad por Accidentes de Tránsito General","Caldas","Chinchina","100,000","5","52,701","2,021","1","25,249","4","27,452","0","0","0","0","0","0","46,742","5,959"
"Mortalidad por Accidentes de Tránsito General","Caldas","Filadelfia","100,000","2","11,556","2,021","2","5,799","0","5,757","0","0","0","0","0","0","4,158","7,398"
"Mortalidad por Accidentes de Tránsito General","Caldas","La Dorada","100,000","9","74,200","2,021","6","35,938","3","38,262","0","0","0","0","0","0","65,109","9,091"
"Mortalidad por Accidentes de Tránsito General","Caldas","La Merced","100,000","1","6,186","2,021","1","3,139","0","3,047","0","0","0","0","0","0","2,395","3,791"
"Mortalidad por Accidentes de Tránsito General","Caldas","Manzanares","100,000","3","18,461","2,021","3","9,293","0","9,168","0","0","0","0","0","0","11,034","7,427"
"Mortalidad por Accidentes de Tránsito General","Caldas","Marmato","100,000","2","9,143","2,021","1","4,653","1","4,490","0","0","0","0","0","0","1,167","7,976"
"Mortalidad por Accidentes de Tránsito General","Caldas","Marquetalia","100,000","2","13,464","2,021","2","6,768","0","6,696","0","0","0","0","0","0","6,772","6,692"
"Mortalidad por Accidentes de Tránsito General","Caldas","Marulanda","100,000","0","2,684","2,021","0","1,421","0","1,263","0","0","0","0","0","0","879","1,805"
"Mortalidad por Accidentes de Tránsito General","Caldas","Neira","100,000","3","21,303","2,021","2","10,665","1","10,638","0","0","0","0","0","0","12,309","8,994"
"Mortalidad por Accidentes de Tránsito General","Caldas","Norcasia","100,000","1","6,064","2,021","1","3,004","0","3,060","0","0","0","0","0","0","4,152","1,912"
"Mortalidad por Accidentes de Tránsito General","Caldas","Pacora","100,000","2","15,536","2,021","2","7,829","0","7,707","0","0","0","0","0","0","7,840","7,696"
"Mortalidad por Accidentes de Tránsito General","Caldas","Palestina","100,000","6","15,795","2,021","6","7,982","0","7,813","0","0","0","0","0","0","5,401","10,394"
"Mortalidad por Accidentes de Tránsito General","Caldas","Pensilvania","100,000","0","20,006","2,021","0","10,083","0","9,923","0","0","0","0","0","0","8,329","11,677"
"Mortalidad por Accidentes de Tránsito General","Caldas","Riosucio","100,000","8","53,116","2,021","6","26,308","2","26,808","0","0","0","0","0","0","19,814","33,302"
"Mortalidad por Accidentes de Tránsito General","Caldas","Risaralda","100,000","3","11,146","2,021","3","5,826","0","5,320","0","0","0","0","0","0","4,754","6,392"
"Mortalidad por Accidentes de Tránsito General","Caldas","Salamina","100,000","4","19,737","2,021","4","9,894","0","9,843","0","0","0","0","0","0","11,920","7,817"
"Mortalidad por Accidentes de Tránsito General","Caldas","Samana","100,000","2","21,054","2,021","1","10,702","1","10,352","0","0","0","0","0","0","6,794","14,260"
"Mortalidad por Accidentes de Tránsito General","Caldas","San Jose","100,000","0","4,858","2,021","0","2,498","0","2,360","0","0","0","0","0","0","1,393","3,465"
"Mortalidad por Accidentes de Tránsito General","Caldas","Supia","100,000","11","29,505","2,021","10","14,467","1","15,038","0","0","0","0","0","0","14,410","15,095"
"Mortalidad por Accidentes de Tránsito General","Caldas","Victoria","100,000","2","10,343","2,021","1","5,104","1","5,239","0","0","0","0","0","0","4,575","5,768"
"Mortalidad por Accidentes de Tránsito General","Caldas","Villamaria","100,000","7","67,781","2,021","7","32,646","0","35,135","0","0","0","0","0","0","59,872","7,909"
"Mortalidad por Accidentes de Tránsito General","Caldas","Viterbo","100,000","4","12,991","2,021","3","6,161","1","6,830","0","0","0","0","0","0","11,071","1,920"
"Mortalidad por Accidentes de Tránsito General","Caldas","Manizales","100,000","50","451,812","2,022","38","212,691","12","239,121","0","0","0","0","0","0","427,318","24,494"
"Mortalidad por Accidentes de Tránsito General","Caldas","Aguadas","100,000","5","23,274","2,022","5","11,578","0","11,696","0","0","0","0","0","0","12,377","10,897"
"Mortalidad por Accidentes de Tránsito General","Caldas","Anserma","100,000","7","37,154","2,022","7","18,606","0","18,548","0","0","0","0","0","0","21,785","15,369"
"Mortalidad por Accidentes de Tránsito General","Caldas","Aranzazu","100,000","1","10,735","2,022","1","5,033","0","5,702","0","0","0","0","0","0","7,262","3,473"
"Mortalidad por Accidentes de Tránsito General","Caldas","Belalcazar","100,000","1","10,837","2,022","1","5,490","0","5,347","0","0","0","0","0","0","5,034","5,803"
"Mortalidad por Accidentes de Tránsito General","Caldas","Chinchina","100,000","20","52,984","2,022","17","25,348","3","27,636","0","0","0","0","0","0","47,113","5,871"
"Mortalidad por Accidentes de Tránsito General","Caldas","Filadelfia","100,000","3","11,616","2,022","2","5,823","1","5,793","0","0","0","0","0","0","4,311","7,305"
"Mortalidad por Accidentes de Tránsito General","Caldas","La Dorada","100,000","16","74,610","2,022","16","36,077","0","38,533","0","0","0","0","0","0","65,644","8,966"
"Mortalidad por Accidentes de Tránsito General","Caldas","La Merced","100,000","3","6,209","2,022","3","3,151","0","3,058","0","0","0","0","0","0","2,482","3,727"
"Mortalidad por Accidentes de Tránsito General","Caldas","Manzanares","100,000","3","18,544","2,022","1","9,325","2","9,219","0","0","0","0","0","0","11,230","7,314"
"Mortalidad por Accidentes de Tránsito General","Caldas","Marmato","100,000","2","9,190","2,022","1","4,667","1","4,523","0","0","0","0","0","0","1,332","7,858"
"Mortalidad por Accidentes de Tránsito General","Caldas","Marquetalia","100,000","1","13,547","2,022","1","6,801","0","6,746","0","0","0","0","0","0","6,944","6,603"
"Mortalidad por Accidentes de Tránsito General","Caldas","Marulanda","100,000","0","2,699","2,022","0","1,420","0","1,279","0","0","0","0","0","0","919","1,780"
"Mortalidad por Accidentes de Tránsito General","Caldas","Neira","100,000","3","21,412","2,022","2","10,704","1","10,708","0","0","0","0","0","0","12,549","8,863"
"Mortalidad por Accidentes de Tránsito General","Caldas","Norcasia","100,000","1","6,100","2,022","1","3,031","0","3,069","0","0","0","0","0","0","4,214","1,886"
"Mortalidad por Accidentes de Tránsito General","Caldas","Pacora","100,000","2","15,606","2,022","2","7,849","0","7,757","0","0","0","0","0","0","8,020","7,586"
"Mortalidad por Accidentes de Tránsito General","Caldas","Palestina","100,000","7","15,875","2,022","6","8,003","1","7,872","0","0","0","0","0","0","5,630","10,245"
"Mortalidad por Accidentes de Tránsito General","Caldas","Pensilvania","100,000","0","20,129","2,022","0","10,132","0","9,997","0","0","0","0","0","0","8,616","11,513"
"Mortalidad por Accidentes de Tránsito General","Caldas","Riosucio","100,000","10","53,393","2,022","8","26,499","2","26,894","0","0","0","0","0","0","20,560","32,833"
"Mortalidad por Accidentes de Tránsito General","Caldas","Risaralda","100,000","4","11,201","2,022","4","5,848","0","5,353","0","0","0","0","0","0","4,904","6,297"
"Mortalidad por Accidentes de Tránsito General","Caldas","Salamina","100,000","2","19,855","2,022","2","9,924","0","9,931","0","0","0","0","0","0","12,149","7,706"
"Mortalidad por Accidentes de Tránsito General","Caldas","Samana","100,000","1","21,171","2,022","1","10,740","0","10,431","0","0","0","0","0","0","7,110","14,061"
"Mortalidad por Accidentes de Tránsito General","Caldas","San Jose","100,000","1","4,882","2,022","0","2,506","1","2,376","0","0","0","0","0","0","1,471","3,411"
"Mortalidad por Accidentes de Tránsito General","Caldas","Supia","100,000","3","29,657","2,022","3","14,565","0","15,092","0","0","0","0","0","0","14,773","14,884"
"Mortalidad por Accidentes de Tránsito General","Caldas","Victoria","100,000","0","10,414","2,022","0","5,123","0","5,291","0","0","0","0","0","0","4,718","5,696"
"Mortalidad por Accidentes de Tránsito General","Caldas","Villamaria","100,000","6","68,168","2,022","3","32,828","3","35,340","0","0","0","0","0","0","60,372","7,796"
"Mortalidad por Accidentes de Tránsito General","Caldas","Viterbo","100,000","3","13,077","2,022","3","6,196","0","6,881","0","0","0","0","0","0","11,186","1,891"
"Mortalidad por Accidentes de Tránsito General","Caldas","Manizales","100,000","41","454,494","2,023","32","213,841","9","240,653","0","0","48","0","13","5","430,259","24,235"
"Mortalidad por Accidentes de Tránsito General","Caldas","Aguadas","100,000","6","23,403","2,023","4","11,629","2","11,774","0","0","3","0","0","0","12,641","10,762"
"Mortalidad por Accidentes de Tránsito General","Caldas","Anserma","100,000","9","37,366","2,023","6","18,731","3","18,635","0","0","3","0","2","0","22,170","15,196"
"Mortalidad por Accidentes de Tránsito General","Caldas","Aranzazu","100,000","2","10,792","2,023","2","5,056","0","5,736","0","0","0","0","0","0","7,364","3,428"
"Mortalidad por Accidentes de Tránsito General","Caldas","Belalcazar","100,000","1","10,894","2,023","1","5,512","0","5,382","0","0","1","0","0","0","5,164","5,730"
"Mortalidad por Accidentes de Tránsito General","Caldas","Chinchina","100,000","5","53,317","2,023","2","25,472","3","27,845","0","0","4","0","0","0","47,495","5,822"
"Mortalidad por Accidentes de Tránsito General","Caldas","Filadelfia","100,000","3","11,662","2,023","3","5,853","0","5,809","0","0","1","0","1","1","4,459","7,203"
"Mortalidad por Accidentes de Tránsito General","Caldas","La Dorada","100,000","20","75,043","2,023","20","36,245","0","38,798","0","0","11","1","4","1","66,184","8,859"
"Mortalidad por Accidentes de Tránsito General","Caldas","La Merced","100,000","2","6,268","2,023","1","3,177","1","3,091","0","0","0","0","0","0","2,568","3,700"
"Mortalidad por Accidentes de Tránsito General","Caldas","Manzanares","100,000","3","18,655","2,023","3","9,363","0","9,292","0","0","5","0","1","0","11,419","7,236"
"Mortalidad por Accidentes de Tránsito General","Caldas","Marmato","100,000","2","9,255","2,023","2","4,702","0","4,553","0","0","0","0","0","0","1,484","7,771"
"Mortalidad por Accidentes de Tránsito General","Caldas","Marquetalia","100,000","4","13,627","2,023","2","6,825","2","6,802","0","0","1","0","1","0","7,100","6,527"
"Mortalidad por Accidentes de Tránsito General","Caldas","Marulanda","100,000","0","2,700","2,023","0","1,422","0","1,278","0","0","2","2","0","0","952","1,748"
"Mortalidad por Accidentes de Tránsito General","Caldas","Neira","100,000","7","21,543","2,023","6","10,758","1","10,785","0","0","8","0","1","0","12,778","8,765"
"Mortalidad por Accidentes de Tránsito General","Caldas","Norcasia","100,000","0","6,123","2,023","0","3,042","0","3,081","0","0","0","0","0","0","4,253","1,870"
"Mortalidad por Accidentes de Tránsito General","Caldas","Pacora","100,000","0","15,680","2,023","0","7,877","0","7,803","0","0","0","0","0","0","8,194","7,486"
"Mortalidad por Accidentes de Tránsito General","Caldas","Palestina","100,000","5","15,978","2,023","4","8,061","1","7,917","0","0","0","1","0","0","5,845","10,133"
"Mortalidad por Accidentes de Tránsito General","Caldas","Pensilvania","100,000","1","20,242","2,023","0","10,181","1","10,061","0","0","0","0","0","0","8,856","11,386"
"Mortalidad por Accidentes de Tránsito General","Caldas","Riosucio","100,000","7","53,746","2,023","5","26,738","2","27,008","0","0","2","1","0","1","21,271","32,475"
"Mortalidad por Accidentes de Tránsito General","Caldas","Risaralda","100,000","6","11,267","2,023","5","5,877","1","5,390","0","0","1","0","1","0","5,037","6,230"
"Mortalidad por Accidentes de Tránsito General","Caldas","Salamina","100,000","2","19,959","2,023","0","9,961","2","9,998","0","0","1","0","0","0","12,345","7,614"
"Mortalidad por Accidentes de Tránsito General","Caldas","Samana","100,000","2","21,292","2,023","2","10,779","0","10,513","0","0","0","0","1","0","7,398","13,894"
"Mortalidad por Accidentes de Tránsito General","Caldas","San Jose","100,000","1","4,904","2,023","1","2,509","0","2,395","0","0","1","0","0","0","1,530","3,374"
"Mortalidad por Accidentes de Tránsito General","Caldas","Supia","100,000","7","29,856","2,023","7","14,702","0","15,154","0","0","1","1","1","0","15,130","14,726"
"Mortalidad por Accidentes de Tránsito General","Caldas","Victoria","100,000","2","10,462","2,023","2","5,144","0","5,318","0","0","1","0","0","0","4,839","5,623"
"Mortalidad por Accidentes de Tránsito General","Caldas","Villamaria","100,000","7","68,601","2,023","6","33,033","1","35,568","0","0","1","0","0","0","60,898","7,703"
"Mortalidad por Accidentes de Tránsito General","Caldas","Viterbo","100,000","3","13,155","2,023","2","6,229","1","6,926","0","0","4","1","2","0","11,278","1,877"
"Mortalidad por Accidentes de Tránsito General","Caldas","Manizales","100,000","75","467,681","2,024","60","221,059","60","246,622","0","0","58","2","15","0","433,075","23,947"
"Mortalidad por Accidentes de Tránsito General","Caldas","Aguadas","100,000","2","22,674","2,024","2","11,369","2","11,305","0","0","0","1","1","0","12,823","10,702"
"Mortalidad por Accidentes de Tránsito General","Caldas","Anserma","100,000","6","37,428","2,024","3","18,779","3","18,649","0","0","5","1","0","0","22,483","15,090"
"Mortalidad por Accidentes de Tránsito General","Caldas","Aranzazu","100,000","0","10,820","2,024","0","5,105","0","5,715","0","0","0","0","0","0","7,454","3,409"
"Mortalidad por Accidentes de Tránsito General","Caldas","Belalcazar","100,000","3","10,467","2,024","1","5,335","1","5,132","0","0","1","0","2","0","5,246","5,704"
"Mortalidad por Accidentes de Tránsito General","Caldas","Chinchina","100,000","8","51,007","2,024","8","24,457","8","26,550","0","0","5","0","2","1","47,857","5,752"
"Mortalidad por Accidentes de Tránsito General","Caldas","Filadelfia","100,000","0","11,182","2,024","0","5,599","0","5,583","0","0","0","0","0","0","4,561","7,176"
"Mortalidad por Accidentes de Tránsito General","Caldas","La Dorada","100,000","41","72,044","2,024","31","34,961","31","37,083","0","0","27","1","12","1","66,692","8,756"
"Mortalidad por Accidentes de Tránsito General","Caldas","La Merced","100,000","2","5,844","2,024","2","2,968","2","2,876","0","0","1","1","0","0","2,614","3,679"
"Mortalidad por Accidentes de Tránsito General","Caldas","Manzanares","100,000","0","18,375","2,024","0","9,209","0","9,166","0","0","0","0","0","0","11,594","7,195"
"Mortalidad por Accidentes de Tránsito General","Caldas","Marmato","100,000","2","9,394","2,024","2","4,823","2","4,571","0","0","1","0","1","0","1,519","7,765"
"Mortalidad por Accidentes de Tránsito General","Caldas","Marquetalia","100,000","2","13,619","2,024","2","6,830","2","6,789","0","0","0","1","1","0","7,231","6,470"
"Mortalidad por Accidentes de Tránsito General","Caldas","Marulanda","100,000","0","2,685","2,024","0","1,405","0","1,280","0","0","0","0","0","0","968","1,758"
"Mortalidad por Accidentes de Tránsito General","Caldas","Neira","100,000","9","21,568","2,024","6","10,852","6","10,716","0","0","7","0","2","0","12,953","8,691"
"Mortalidad por Accidentes de Tránsito General","Caldas","Norcasia","100,000","1","6,171","2,024","0","3,069","0","3,102","0","0","1","0","0","0","4,307","1,839"
"Mortalidad por Accidentes de Tránsito General","Caldas","Pacora","100,000","3","15,748","2,024","3","7,962","3","7,786","0","0","0","1","2","0","8,326","7,465"
"Mortalidad por Accidentes de Tránsito General","Caldas","Palestina","100,000","1","16,059","2,024","1","8,154","1","7,905","0","0","1","0","0","0","5,976","10,086"
"Mortalidad por Accidentes de Tránsito General","Caldas","Pensilvania","100,000","0","20,493","2,024","0","10,336","0","10,157","0","0","0","0","0","0","9,015","11,316"
"Mortalidad por Accidentes de Tránsito General","Caldas","Riosucio","100,000","6","52,440","2,024","5","25,870","5","26,570","0","0","5","0","1","0","21,739","32,339"
"Mortalidad por Accidentes de Tránsito General","Caldas","Risaralda","100,000","2","11,157","2,024","2","5,805","2","5,352","0","0","1","0","1","0","5,133","6,200"
"Mortalidad por Accidentes de Tránsito General","Caldas","Salamina","100,000","0","19,511","2,024","0","9,915","0","9,596","0","0","0","0","0","0","12,515","7,551"
"Mortalidad por Accidentes de Tránsito General","Caldas","Samana","100,000","2","21,128","2,024","1","10,783","1","10,345","0","0","1","1","0","0","7,565","13,850"
"Mortalidad por Accidentes de Tránsito General","Caldas","San Jose","100,000","1","5,002","2,024","1","2,569","1","2,433","0","0","0","0","1","0","1,571","3,382"
"Mortalidad por Accidentes de Tránsito General","Caldas","Supia","100,000","8","31,325","2,024","6","15,293","6","16,032","0","0","5","0","3","0","15,384","14,606"
"Mortalidad por Accidentes de Tránsito General","Caldas","Victoria","100,000","1","10,927","2,024","1","5,404","1","5,523","0","0","1","0","0","0","4,931","5,594"
"Mortalidad por Accidentes de Tránsito General","Caldas","Villamaria","100,000","4","72,649","2,024","3","34,897","3","37,752","0","0","4","0","0","0","61,397","7,624"
"Mortalidad por Accidentes de Tránsito General","Caldas","Viterbo","100,000","5","12,728","2,024","4","6,006","4","6,722","0","0","4","0","1","0","11,380","1,855"
"Mortalidad por Accidentes de Tránsito General","Caldas","Manizales","100,000","58","472,087","2,025","47","223,119","11","248,968","0","0","47","2","7","2","435,587","23,675"
"Mortalidad por Accidentes de Tránsito General","Caldas","Aguadas","100,000","0","22,505","2,025","0","11,269","0","11,236","0","0","0","0","0","0","12,992","10,657"
"Mortalidad por Accidentes de Tránsito General","Caldas","Anserma","100,000","1","37,421","2,025","1","18,779","0","18,642","0","0","1","0","0","0","22,738","15,019"
"Mortalidad por Accidentes de Tránsito General","Caldas","Aranzazu","100,000","0","10,797","2,025","0","5,090","0","5,707","0","0","0","0","0","0","7,533","3,377"
"Mortalidad por Accidentes de Tránsito General","Caldas","Belalcazar","100,000","1","10,411","2,025","1","5,309","0","5,102","0","0","1","0","0","0","5,316","5,679"
"Mortalidad por Accidentes de Tránsito General","Caldas","Chinchina","100,000","4","50,770","2,025","3","24,347","1","26,423","0","0","3","0","1","0","48,188","5,696"
"Mortalidad por Accidentes de Tránsito General","Caldas","Filadelfia","100,000","0","11,063","2,025","0","5,538","0","5,525","0","0","0","0","0","0","4,622","7,157"
"Mortalidad por Accidentes de Tránsito General","Caldas","La Dorada","100,000","34","71,814","2,025","24","34,859","10","36,955","0","0","27","0","7","0","67,152","8,685"
"Mortalidad por Accidentes de Tránsito General","Caldas","La Merced","100,000","0","5,773","2,025","0","2,919","0","2,854","0","0","0","0","0","0","2,652","3,660"
"Mortalidad por Accidentes de Tránsito General","Caldas","Manzanares","100,000","1","18,367","2,025","1","9,193","0","9,174","0","0","0","1","0","0","11,725","7,147"
"Mortalidad por Accidentes de Tránsito General","Caldas","Marmato","100,000","3","9,390","2,025","2","4,827","1","4,563","0","0","2","0","1","0","1,561","7,780"
"Mortalidad por Accidentes de Tránsito General","Caldas","Marquetalia","100,000","0","13,618","2,025","0","6,819","0","6,799","0","0","0","0","0","0","7,324","6,439"
"Mortalidad por Accidentes de Tránsito General","Caldas","Marulanda","100,000","0","2,689","2,025","0","1,399","0","1,290","0","0","0","0","0","0","990","1,753"
"Mortalidad por Accidentes de Tránsito General","Caldas","Neira","100,000","3","21,553","2,025","3","10,834","0","10,719","0","0","1","0","2","0","13,109","8,646"
"Mortalidad por Accidentes de Tránsito General","Caldas","Norcasia","100,000","1","6,167","2,025","1","3,062","0","3,105","0","0","1","0","0","0","4,344","1,824"
"Mortalidad por Accidentes de Tránsito General","Caldas","Pacora","100,000","0","15,713","2,025","0","7,947","0","7,766","0","0","0","0","0","0","8,432","7,434"
"Mortalidad por Accidentes de Tránsito General","Caldas","Palestina","100,000","1","16,038","2,025","1","8,153","0","7,885","0","0","0","0","1","0","6,075","10,046"
"Mortalidad por Accidentes de Tránsito General","Caldas","Pensilvania","100,000","1","20,473","2,025","0","10,321","1","10,152","0","0","0","0","1","0","9,161","11,289"
"Mortalidad por Accidentes de Tránsito General","Caldas","Riosucio","100,000","3","52,327","2,025","2","25,803","1","26,524","0","0","2","0","1","0","22,097","32,263"
"Mortalidad por Accidentes de Tránsito General","Caldas","Risaralda","100,000","3","11,130","2,025","2","5,784","1","5,346","0","0","3","0","0","0","5,198","6,169"
"Mortalidad por Accidentes de Tránsito General","Caldas","Salamina","100,000","0","19,396","2,025","0","9,852","0","9,544","0","0","0","0","0","0","12,647","7,525"
"Mortalidad por Accidentes de Tránsito General","Caldas","Samana","100,000","0","21,073","2,025","0","10,754","0","10,319","0","0","0","0","0","0","7,698","13,829"
"Mortalidad por Accidentes de Tránsito General","Caldas","San Jose","100,000","0","4,990","2,025","0","2,563","0","2,427","0","0","0","0","0","0","1,608","3,370"
"Mortalidad por Accidentes de Tránsito General","Caldas","Supia","100,000","4","31,570","2,025","3","15,407","1","16,163","0","0","2","1","1","0","15,593","14,543"
"Mortalidad por Accidentes de Tránsito General","Caldas","Victoria","100,000","1","10,986","2,025","1","5,434","0","5,552","0","0","1","0","0","0","4,995","5,576"
"Mortalidad por Accidentes de Tránsito General","Caldas","Villamaria","100,000","0","73,653","2,025","0","35,380","0","38,273","0","0","0","0","0","0","61,861","7,554"
"Mortalidad por Accidentes de Tránsito General","Caldas","Viterbo","100,000","4","12,676","2,025","4","5,991","0","6,685","0","0","2","1","1","0","11,462","1,830"
